"Type","Start","End","Duration","Start Condition","Start Location","End Condition","Notes"
"Feed","2021-12-16 15:34","2021-12-16 15:45","00:11","00:06R","Breast","00:04L",
"Sleep","2021-12-16 14:15","2021-12-16 14:50","00:35",,,,
"Feed","2021-12-16 13:35","2021-12-16 13:46","00:11","00:11R","Breast","Null l",
"Feed","2021-12-16 12:35",,,"Breast Milk","Bottle","1.75oz",
"Sleep","2021-12-16 10:11","2021-12-16 11:45","01:34",,,,
"Feed","2021-12-16 09:17","2021-12-16 09:25","00:07","00:00R","Breast","00:07L",
"Sleep","2021-12-16 07:35","2021-12-16 08:15","00:39",,"On own in bed",,
"Feed","2021-12-16 07:27","2021-12-16 07:35","00:07","00:07R","Breast","Null l",
"Feed","2021-12-16 05:45","2021-12-16 06:01","00:15","Null r","Breast","00:15L",
"Sleep","2021-12-16 02:05","2021-12-16 05:45","03:39",,,,
"Feed","2021-12-16 01:39","2021-12-16 02:05","00:26","00:26R","Breast","Null l",
"Sleep","2021-12-15 20:14","2021-12-16 01:38","05:24",,,,
"Feed","2021-12-15 18:42","2021-12-15 19:10","00:27","00:27R","Breast","Null l",
"Feed","2021-12-15 18:04","2021-12-15 18:12","00:07","Null r","Breast","00:07L",
"Solids","2021-12-15 17:35",,,"Yogurt, flaxseed","Solids",,
"Sleep","2021-12-15 16:00","2021-12-15 16:30","00:30",,,,
"Feed","2021-12-15 14:40","2021-12-15 14:49","00:08","00:04R","Breast","00:04L",
"Sleep","2021-12-15 13:23","2021-12-15 13:53","00:30",,"On own in bed",,
"Sleep","2021-12-15 13:15","2021-12-15 13:50","00:35",,,,
"Feed","2021-12-15 12:59","2021-12-15 13:16","00:16","00:16R","Breast","Null l",
"Feed","2021-12-15 12:05",,,"Breast Milk","Bottle","3oz",
"Sleep","2021-12-15 10:40","2021-12-15 11:15","00:35",,"Stroller",,
"Feed","2021-12-15 09:09","2021-12-15 09:09","00:00","Null r","Breast","00:00L",
"Sleep","2021-12-15 08:41","2021-12-15 09:03","00:22",,,,
"Feed","2021-12-15 08:32","2021-12-15 08:44","00:12","00:12R","Breast","Null l",
"Feed","2021-12-15 06:27","2021-12-15 06:46","00:19","00:12R","Breast","00:06L",
"Sleep","2021-12-15 04:03","2021-12-15 06:25","02:21",,,,
"Feed","2021-12-15 03:44","2021-12-15 04:03","00:18","Null r","Breast","00:18L",
"Sleep","2021-12-15 00:27","2021-12-15 03:44","03:17",,,,
"Feed","2021-12-14 23:55","2021-12-15 00:27","00:31","00:31R","Breast","Null l",
"Sleep","2021-12-14 20:10","2021-12-14 23:55","03:45",,,,
"Feed","2021-12-14 18:26","2021-12-14 19:01","00:35","00:24R","Breast","00:11L",
"Solids","2021-12-14 17:30",,,"Avocado, bread","Solids",,
"Feed","2021-12-14 15:46","2021-12-14 15:58","00:11","00:06R","Breast","00:05L",
"Sleep","2021-12-14 15:08","2021-12-14 15:28","00:20",,,,
"Feed","2021-12-14 13:38","2021-12-14 13:50","00:11","00:06R","Breast","00:05L",
"Sleep","2021-12-14 11:40","2021-12-14 13:10","01:30",,,,
"Feed","2021-12-14 10:48","2021-12-14 10:54","00:06","00:06R","Breast","Null l",
"Feed","2021-12-14 09:41","2021-12-14 09:47","00:05","Null r","Breast","00:05L",
"Sleep","2021-12-14 08:15","2021-12-14 09:40","01:25",,,,
"Feed","2021-12-14 08:06","2021-12-14 08:16","00:10","00:10R","Breast","Null l",
"Feed","2021-12-14 06:24","2021-12-14 06:44","00:20","00:20R","Breast","Null l",
"Sleep","2021-12-14 03:33","2021-12-14 06:24","02:50",,,,
"Feed","2021-12-14 03:03","2021-12-14 03:33","00:29","00:17R","Breast","00:11L",
"Sleep","2021-12-13 19:55","2021-12-14 03:02","07:07",,,,
"Feed","2021-12-13 18:29","2021-12-13 19:06","00:37","00:18R","Breast","00:18L",
"Solids","2021-12-13 17:20",,,"Avocado, bread","Solids","LOVED",
"Feed","2021-12-13 15:40","2021-12-13 15:58","00:18","00:07R","Breast","00:10L",
"Sleep","2021-12-13 14:55","2021-12-13 15:30","00:35",,,,
"Feed","2021-12-13 13:08","2021-12-13 13:28","00:19","00:10R","Breast","00:08L",
"Sleep","2021-12-13 11:45","2021-12-13 12:10","00:25",,,,
"Sleep","2021-12-13 09:15","2021-12-13 09:48","00:33",,,,
"Feed","2021-12-13 09:04","2021-12-13 09:15","00:10","Null r","Breast","00:10L",
"Sleep","2021-12-13 07:26","2021-12-13 08:52","01:26",,,,
"Feed","2021-12-13 07:21","2021-12-13 07:34","00:12","00:12R","Breast","Null l",
"Feed","2021-12-13 05:50","2021-12-13 05:55","00:05","Null r","Breast","00:05L",
"Feed","2021-12-13 05:35","2021-12-13 05:47","00:11","00:11R","Breast","Null l",
"Sleep","2021-12-13 01:16","2021-12-13 05:31","04:15",,,,
"Feed","2021-12-13 00:49","2021-12-13 01:16","00:27","00:27R","Breast","Null l",
"Sleep","2021-12-12 19:56","2021-12-13 00:46","04:50",,,,
"Feed","2021-12-12 18:24","2021-12-12 18:54","00:29","00:20R","Breast","00:09L",
"Solids","2021-12-12 17:24",,,"Yogurt","Solids",,
"Feed","2021-12-12 15:56","2021-12-12 16:04","00:08","00:03R","Breast","00:04L",
"Sleep","2021-12-12 14:32","2021-12-12 15:18","00:45",,"Car",,
"Sleep","2021-12-12 14:32","2021-12-12 15:18","00:45",,,,
"Feed","2021-12-12 12:52","2021-12-12 13:04","00:11","00:04R","Breast","00:06L",
"Sleep","2021-12-12 11:42","2021-12-12 12:41","00:58",,,,
"Feed","2021-12-12 11:32","2021-12-12 11:42","00:10","00:10R","Breast","Null l",
"Solids","2021-12-12 11:05",,,"Avocado, bread","Solids",,
"Feed","2021-12-12 09:33","2021-12-12 09:45","00:11","Null r","Breast","00:11L",
"Sleep","2021-12-12 08:20","2021-12-12 09:27","01:07",,,,
"Feed","2021-12-12 08:06","2021-12-12 08:20","00:13","00:13R","Breast","Null l",
"Feed","2021-12-12 06:19","2021-12-12 06:41","00:21","00:21R","Breast","Null l",
"Sleep","2021-12-12 01:56","2021-12-12 06:15","04:18",,,,
"Feed","2021-12-12 01:22","2021-12-12 01:56","00:33","00:33R","Breast","Null l",
"Growth","2021-12-11 21:39",,,"17.2lbs.oz",,,
"Sleep","2021-12-11 20:05","2021-12-12 01:21","05:16",,,,
"Feed","2021-12-11 18:10","2021-12-11 18:48","00:38","00:20R","Breast","00:17L",
"Solids","2021-12-11 17:10",,,"Pinto beans, avocado, yogurt","Solids",,
"Feed","2021-12-11 15:43","2021-12-11 16:00","00:17","00:08R","Breast","00:08L",
"Sleep","2021-12-11 14:54","2021-12-11 15:33","00:39",,,,
"Sleep","2021-12-11 12:13","2021-12-11 12:34","00:21",,,,
"Feed","2021-12-11 11:58","2021-12-11 12:18","00:19","00:19R","Breast","Null l",
"Feed","2021-12-11 10:01","2021-12-11 10:17","00:15","Null r","Breast","00:15L",
"Sleep","2021-12-11 08:34","2021-12-11 09:55","01:20",,,,
"Feed","2021-12-11 08:23","2021-12-11 08:34","00:11","00:11R","Breast","Null l",
"Feed","2021-12-11 06:20","2021-12-11 06:56","00:35","Null r","Breast","00:35L",
"Sleep","2021-12-11 01:49","2021-12-11 06:15","04:25",,,,
"Feed","2021-12-11 01:29","2021-12-11 01:49","00:20","00:20R","Breast","Null l",
"Sleep","2021-12-10 20:17","2021-12-11 01:26","05:08",,,,
"Feed","2021-12-10 18:16","2021-12-10 18:48","00:32","00:16R","Breast","00:15L",
"Solids","2021-12-10 17:20",,,"Pinto beans, yogurt","Solids",,
"Feed","2021-12-10 15:50","2021-12-10 16:00","00:10","00:00R","Breast","00:09L",
"Sleep","2021-12-10 14:18","2021-12-10 14:55","00:37",,,,
"Feed","2021-12-10 14:09","2021-12-10 14:20","00:10","00:10R","Breast","Null l",
"Feed","2021-12-10 12:28","2021-12-10 12:35","00:07","00:03R","Breast","00:03L",
"Sleep","2021-12-10 11:05","2021-12-10 12:15","01:10",,"Car",,
"Feed","2021-12-10 08:44","2021-12-10 08:58","00:13","00:03R","Breast","00:10L",
"Sleep","2021-12-10 07:31","2021-12-10 08:44","01:12",,,,
"Feed","2021-12-10 07:19","2021-12-10 07:31","00:12","00:12R","Breast","00:00L",
"Feed","2021-12-10 05:19","2021-12-10 05:40","00:21","Null r","Breast","00:21L",
"Sleep","2021-12-10 01:33","2021-12-10 05:16","03:43",,,,
"Feed","2021-12-10 01:05","2021-12-10 01:33","00:27","00:27R","Breast","Null l",
"Sleep","2021-12-09 20:10","2021-12-10 01:01","04:51",,,,
"Feed","2021-12-09 18:54","2021-12-09 19:19","00:25","00:13R","Breast","00:11L",
"Feed","2021-12-09 18:17","2021-12-09 18:31","00:14","00:09R","Breast","00:04L",
"Solids","2021-12-09 17:10",,,"Pinto beans, yogurt","Solids",,
"Feed","2021-12-09 16:36","2021-12-09 16:46","00:10","00:04R","Breast","00:06L",
"Sleep","2021-12-09 15:25","2021-12-09 15:55","00:30",,,,
"Feed","2021-12-09 14:01","2021-12-09 14:13","00:12","Null r","Breast","00:12L",
"Sleep","2021-12-09 12:00","2021-12-09 13:20","01:20",,,,
"Feed","2021-12-09 11:07","2021-12-09 11:23","00:16","00:11R","Breast","00:05L",
"Feed","2021-12-09 08:22","2021-12-09 08:43","00:20","00:20R","Breast","Null l",
"Sleep","2021-12-09 07:55","2021-12-09 09:48","01:53",,,,
"Feed","2021-12-09 07:44","2021-12-09 07:56","00:11","00:11R","Breast","Null l",
"Feed","2021-12-09 05:52","2021-12-09 06:06","00:14","00:14R","Breast","Null l",
"Sleep","2021-12-09 01:28","2021-12-09 05:49","04:21",,,,
"Feed","2021-12-09 00:52","2021-12-09 01:28","00:35","00:23R","Breast","00:11L",
"Sleep","2021-12-08 20:10","2021-12-09 00:52","04:42",,,,
"Feed","2021-12-08 18:29","2021-12-08 19:02","00:33","00:11R","Breast","00:22L",
"Solids","2021-12-08 17:28",,,"Mozzarella, yogurt","Solids",,
"Feed","2021-12-08 16:00","2021-12-08 16:07","00:07","00:04R","Breast","00:02L",
"Sleep","2021-12-08 14:55","2021-12-08 15:35","00:40",,,,
"Feed","2021-12-08 14:02","2021-12-08 14:14","00:12","00:12R","Breast","Null l",
"Feed","2021-12-08 12:56","2021-12-08 12:59","00:03","Null r","Breast","00:03L",
"Sleep","2021-12-08 12:05","2021-12-08 12:40","00:35",,,,
"Feed","2021-12-08 10:49","2021-12-08 10:58","00:09","00:03R","Breast","00:05L",
"Sleep","2021-12-08 08:55","2021-12-08 10:10","01:15",,,,
"Feed","2021-12-08 08:20","2021-12-08 08:25","00:05","00:01R","Breast","00:03L",
"Feed","2021-12-08 06:45","2021-12-08 07:09","00:23","00:02R","Breast","00:20L",
"Sleep","2021-12-08 03:53","2021-12-08 06:43","02:50",,,,
"Feed","2021-12-08 03:24","2021-12-08 03:53","00:29","00:18R","Breast","00:10L",
"Sleep","2021-12-07 20:10","2021-12-08 03:23","07:13",,,,
"Feed","2021-12-07 18:20","2021-12-07 18:51","00:31","00:18R","Breast","00:13L",
"Solids","2021-12-07 17:15",,,"Mozzarella, yogurt, potato","Solids",,
"Feed","2021-12-07 15:59","2021-12-07 16:05","00:06","Null r","Breast","00:06L",
"Feed","2021-12-07 15:44","2021-12-07 15:48","00:04","00:04R","Breast","Null l",
"Sleep","2021-12-07 14:45","2021-12-07 15:25","00:40",,,,
"Feed","2021-12-07 12:44","2021-12-07 12:59","00:14","00:14R","Breast","Null l",
"Sleep","2021-12-07 11:55","2021-12-07 12:42","00:47",,,,
"Feed","2021-12-07 10:29","2021-12-07 10:42","00:12","00:09R","Breast","00:02L",
"Sleep","2021-12-07 09:20","2021-12-07 10:05","00:45",,,,
"Feed","2021-12-07 07:04","2021-12-07 07:30","00:26","00:15R","Breast","00:10L",
"Sleep","2021-12-07 05:09","2021-12-07 07:02","01:53",,,,
"Feed","2021-12-07 04:45","2021-12-07 05:07","00:21","Null r","Breast","00:21L",
"Sleep","2021-12-07 00:55","2021-12-07 04:44","03:48",,,,
"Feed","2021-12-07 00:26","2021-12-07 00:55","00:29","00:29R","Breast","Null l",
"Sleep","2021-12-06 20:44","2021-12-07 00:24","03:40",,,,
"Feed","2021-12-06 18:44","2021-12-06 19:13","00:28","00:24R","Breast","00:03L",
"Solids","2021-12-06 17:12",,,"Mozzarella, yogurt, potato, broccoli","Solids",,
"Feed","2021-12-06 16:46","2021-12-06 17:00","00:13","00:07R","Breast","00:05L",
"Sleep","2021-12-06 15:35","2021-12-06 16:20","00:45",,,,
"Feed","2021-12-06 14:22","2021-12-06 14:37","00:15","00:05R","Breast","00:09L",
"Sleep","2021-12-06 12:45","2021-12-06 13:10","00:25",,,,
"Feed","2021-12-06 11:52","2021-12-06 12:04","00:12","00:09R","Breast","00:02L",
"Sleep","2021-12-06 09:35","2021-12-06 11:00","01:25",,,,
"Feed","2021-12-06 08:12","2021-12-06 08:23","00:10","00:03R","Breast","00:06L",
"Sleep","2021-12-06 05:42","2021-12-06 07:25","01:42",,,,
"Feed","2021-12-06 05:29","2021-12-06 05:42","00:12","00:12R","Breast","Null l",
"Sleep","2021-12-06 03:37","2021-12-06 05:29","01:52",,,,
"Feed","2021-12-06 03:08","2021-12-06 03:36","00:28","00:11R","Breast","00:16L",
"Sleep","2021-12-06 01:08","2021-12-06 03:05","01:56",,,,
"Feed","2021-12-06 00:38","2021-12-06 01:07","00:29","00:29R","Breast","Null l",
"Sleep","2021-12-05 20:15","2021-12-06 00:36","04:21",,,,
"Feed","2021-12-05 19:09","2021-12-05 19:20","00:11","00:11R","Breast","Null l",
"Feed","2021-12-05 18:31","2021-12-05 18:41","00:10","Null r","Breast","00:10L",
"Feed","2021-12-05 18:11","2021-12-05 18:21","00:09","00:09R","Breast","Null l",
"Solids","2021-12-05 17:21",,,"Yogurt, potato","Solids",,
"Feed","2021-12-05 15:47","2021-12-05 15:52","00:05","Null r","Breast","00:05L",
"Feed","2021-12-05 15:21","2021-12-05 15:29","00:07","00:07R","Breast","Null l",
"Sleep","2021-12-05 13:49","2021-12-05 15:20","01:31",,,,
"Feed","2021-12-05 13:34","2021-12-05 13:49","00:15","Null r","Breast","00:15L",
"Sleep","2021-12-05 10:27","2021-12-05 11:35","01:07",,,,
"Feed","2021-12-05 10:17","2021-12-05 10:27","00:10","00:10R","Breast","Null l",
"Feed","2021-12-05 08:39","2021-12-05 09:01","00:21","Null r","Breast","00:21L",
"Sleep","2021-12-05 06:57","2021-12-05 07:56","00:59",,,,
"Feed","2021-12-05 06:49","2021-12-05 06:56","00:07","00:07R","Breast","Null l",
"Feed","2021-12-05 05:06","2021-12-05 05:27","00:21","Null r","Breast","00:21L",
"Sleep","2021-12-05 01:01","2021-12-05 05:04","04:03",,,,
"Feed","2021-12-05 00:30","2021-12-05 01:01","00:30","00:30R","Breast","Null l",
"Sleep","2021-12-04 20:25","2021-12-05 00:30","04:05",,,,
"Feed","2021-12-04 18:44","2021-12-04 19:20","00:36","Null r","Breast","00:36L",
"Feed","2021-12-04 18:18","2021-12-04 18:27","00:09","00:09R","Breast","Null l",
"Solids","2021-12-04 17:22",,,"Yogurt, potato","Solids",,
"Feed","2021-12-04 16:34","2021-12-04 16:39","00:05","Null r","Breast","00:05L",
"Sleep","2021-12-04 15:34","2021-12-04 16:04","00:29",,,,
"Feed","2021-12-04 15:24","2021-12-04 15:34","00:10","00:10R","Breast","Null l",
"Feed","2021-12-04 14:07","2021-12-04 14:09","00:02","Null r","Breast","00:02L",
"Feed","2021-12-04 13:19","2021-12-04 13:23","00:04","00:04R","Breast","Null l",
"Sleep","2021-12-04 12:20","2021-12-04 13:04","00:43",,,,
"Feed","2021-12-04 12:12","2021-12-04 12:21","00:08","Null r","Breast","00:08L",
"Feed","2021-12-04 11:01","2021-12-04 11:10","00:08","Null r","Breast","00:08L",
"Sleep","2021-12-04 09:36","2021-12-04 10:17","00:40",,,,
"Feed","2021-12-04 09:25","2021-12-04 09:36","00:11","00:11R","Breast","Null l",
"Feed","2021-12-04 08:16","2021-12-04 08:19","00:02","00:01R","Breast","00:01L",
"Sleep","2021-12-04 06:27","2021-12-04 07:30","01:03",,,,
"Feed","2021-12-04 06:17","2021-12-04 06:27","00:10","Null r","Breast","00:10L",
"Sleep","2021-12-04 05:09","2021-12-04 06:17","01:07",,,,
"Feed","2021-12-04 04:48","2021-12-04 05:09","00:20","00:20R","Breast","Null l",
"Sleep","2021-12-04 03:28","2021-12-04 04:47","01:18",,,,
"Feed","2021-12-04 03:12","2021-12-04 03:28","00:15","Null r","Breast","00:15L",
"Sleep","2021-12-04 00:27","2021-12-04 03:10","02:42",,,,
"Feed","2021-12-03 23:49","2021-12-04 00:27","00:38","00:38R","Breast","Null l",
"Sleep","2021-12-03 20:00","2021-12-03 23:10","03:10",,,,
"Feed","2021-12-03 18:37","2021-12-03 19:07","00:30","00:15R","Breast","00:15L",
"Solids","2021-12-03 17:19",,,"Yogurt, potato","Solids",,
"Feed","2021-12-03 16:34","2021-12-03 16:51","00:17","00:09R","Breast","00:07L",
"Sleep","2021-12-03 14:58","2021-12-03 15:32","00:34",,"Stroller",,
"Feed","2021-12-03 13:10","2021-12-03 13:22","00:11","00:06R","Breast","00:05L",
"Sleep","2021-12-03 12:03","2021-12-03 12:44","00:41",,"On own in bed",,
"Feed","2021-12-03 11:51","2021-12-03 12:04","00:12","00:12R","Breast","Null l",
"Feed","2021-12-03 10:34","2021-12-03 10:46","00:12","00:12R","Breast","Null l",
"Sleep","2021-12-03 09:01","2021-12-03 09:43","00:42",,,,
"Feed","2021-12-03 08:52","2021-12-03 09:01","00:08","Null r","Breast","00:08L",
"Feed","2021-12-03 07:10","2021-12-03 07:20","00:09","00:04R","Breast","00:05L",
"Sleep","2021-12-03 04:01","2021-12-03 07:02","03:00",,,,
"Feed","2021-12-03 03:43","2021-12-03 04:01","00:18","Null r","Breast","00:18L",
"Sleep","2021-12-03 01:04","2021-12-03 03:41","02:36",,,,
"Feed","2021-12-03 00:38","2021-12-03 01:04","00:26","00:26R","Breast","Null l",
"Sleep","2021-12-02 20:08","2021-12-03 00:34","04:26",,,,
"Feed","2021-12-02 18:08","2021-12-02 18:52","00:44","00:44R","Breast","Null l",
"Solids","2021-12-02 17:08",,,"Yogurt, broccoli","Solids","LOVED",
"Feed","2021-12-02 15:25","2021-12-02 15:36","00:10","00:00R","Breast","00:09L",
"Sleep","2021-12-02 14:35","2021-12-02 15:05","00:30",,,,
"Feed","2021-12-02 12:38","2021-12-02 12:49","00:11","00:11R","Breast","Null l",
"Sleep","2021-12-02 11:15","2021-12-02 12:00","00:45",,,,
"Feed","2021-12-02 09:45","2021-12-02 09:58","00:13","Null r","Breast","00:13L",
"Sleep","2021-12-02 08:03","2021-12-02 09:39","01:36",,,,
"Feed","2021-12-02 07:55","2021-12-02 08:03","00:08","00:08R","Breast","Null l",
"Feed","2021-12-02 05:59","2021-12-02 06:05","00:05","Null r","Breast","00:05L",
"Sleep","2021-12-02 03:36","2021-12-02 05:59","02:23",,,,
"Feed","2021-12-02 03:09","2021-12-02 03:35","00:26","00:26R","Breast","Null l",
"Sleep","2021-12-01 19:41","2021-12-02 03:09","07:28",,,,
"Feed","2021-12-01 18:02","2021-12-01 18:37","00:34","00:34R","Breast","Null l",
"Solids","2021-12-01 17:15",,,"Yogurt, broccoli","Solids","LOVED",
"Feed","2021-12-01 15:39","2021-12-01 15:52","00:12","00:02R","Breast","00:09L",
"Sleep","2021-12-01 14:40","2021-12-01 15:15","00:35",,,,
"Feed","2021-12-01 13:32","2021-12-01 13:42","00:10","00:07R","Breast","00:02L",
"Sleep","2021-12-01 12:15","2021-12-01 12:50","00:35",,,,
"Feed","2021-12-01 11:17","2021-12-01 11:29","00:12","00:05R","Breast","00:06L",
"Sleep","2021-12-01 09:20","2021-12-01 10:17","00:57",,,,
"Feed","2021-12-01 08:18","2021-12-01 08:33","00:14","00:12R","Breast","00:02L",
"Sleep","2021-12-01 05:15","2021-12-01 07:05","01:49",,,,
"Feed","2021-12-01 04:48","2021-12-01 05:15","00:26","Null r","Breast","00:26L",
"Sleep","2021-12-01 01:43","2021-12-01 04:46","03:02",,,,
"Feed","2021-12-01 01:18","2021-12-01 01:43","00:24","00:24R","Breast","Null l",
"Sleep","2021-11-30 19:50","2021-12-01 01:18","05:28",,,,
"Feed","2021-11-30 18:18","2021-11-30 18:54","00:36","00:24R","Breast","00:11L",
"Solids","2021-11-30 17:15",,,"Broccoli","Solids",,
"Feed","2021-11-30 16:47","2021-11-30 16:58","00:11","00:08R","Breast","00:02L",
"Feed","2021-11-30 15:12","2021-11-30 15:30","00:18","00:07R","Breast","00:11L",
"Sleep","2021-11-30 14:30","2021-11-30 15:00","00:30",,,,
"Sleep","2021-11-30 13:00","2021-11-30 13:15","00:15",,,,
"Feed","2021-11-30 12:04","2021-11-30 12:13","00:08","00:06R","Breast","00:02L",
"Feed","2021-11-30 11:35",,,"Breast Milk","Bottle","1.5oz",
"Sleep","2021-11-30 09:50","2021-11-30 10:55","01:05",,"On own in bed",,
"Feed","2021-11-30 08:26","2021-11-30 08:32","00:05","00:01R","Breast","00:04L",
"Growth","2021-11-30 08:18",,,"17lbs.oz",,,
"Sleep","2021-11-30 06:01","2021-11-30 07:45","01:43",,,,
"Feed","2021-11-30 05:44","2021-11-30 06:00","00:16","00:16R","Breast","Null l",
"Sleep","2021-11-30 04:00","2021-11-30 05:43","01:43",,,,
"Feed","2021-11-30 03:45","2021-11-30 03:59","00:13","Null r","Breast","00:13L",
"Sleep","2021-11-30 00:58","2021-11-30 03:45","02:46",,,,
"Feed","2021-11-30 00:34","2021-11-30 00:58","00:23","00:23R","Breast","Null l",
"Sleep","2021-11-29 19:55","2021-11-30 00:34","04:39",,,,
"Feed","2021-11-29 18:40","2021-11-29 19:15","00:35","00:13R","Breast","00:22L",
"Solids","2021-11-29 17:08",,,"Yogurt, pumpkin","Solids",,
"Feed","2021-11-29 16:24","2021-11-29 16:33","00:09","00:01R","Breast","00:07L",
"Sleep","2021-11-29 15:17","2021-11-29 15:55","00:38",,,,
"Feed","2021-11-29 15:10","2021-11-29 15:19","00:08","00:08R","Breast","Null l",
"Feed","2021-11-29 13:27","2021-11-29 13:45","00:17","00:05R","Breast","00:11L",
"Sleep","2021-11-29 12:25","2021-11-29 13:00","00:35",,,,
"Feed","2021-11-29 10:45","2021-11-29 11:06","00:20","00:08R","Breast","00:12L",
"Sleep","2021-11-29 09:48","2021-11-29 10:28","00:40",,,,
"Sleep","2021-11-29 06:57","2021-11-29 07:33","00:36",,,,
"Feed","2021-11-29 06:42","2021-11-29 06:56","00:13","00:13R","Breast","Null l",
"Sleep","2021-11-29 05:04","2021-11-29 06:42","01:37",,,,
"Feed","2021-11-29 04:51","2021-11-29 05:04","00:13","Null r","Breast","00:13L",
"Sleep","2021-11-29 01:08","2021-11-29 04:51","03:43",,,,
"Feed","2021-11-29 00:44","2021-11-29 01:08","00:23","00:23R","Breast","Null l",
"Sleep","2021-11-28 19:30","2021-11-29 00:43","05:13",,,,
"Feed","2021-11-28 17:27","2021-11-28 17:54","00:26","00:16R","Breast","00:10L",
"Solids","2021-11-28 16:30",,,"Yogurt, pumpkin","Solids",,
"Feed","2021-11-28 15:17","2021-11-28 15:34","00:17","Null r","Breast","00:17L",
"Sleep","2021-11-28 14:55","2021-11-28 15:17","00:22",,,,
"Feed","2021-11-28 14:42","2021-11-28 15:08","00:25","00:25R","Breast","Null l",
"Feed","2021-11-28 12:46","2021-11-28 12:58","00:12","00:01R","Breast","00:10L",
"Sleep","2021-11-28 11:55","2021-11-28 12:39","00:43",,,,
"Feed","2021-11-28 10:10","2021-11-28 10:18","00:08","00:06R","Breast","00:01L",
"Sleep","2021-11-28 09:24","2021-11-28 10:04","00:40",,,,
"Feed","2021-11-28 09:17","2021-11-28 09:26","00:08","Null r","Breast","00:08L",
"Feed","2021-11-28 07:00","2021-11-28 07:27","00:27","00:27R","Breast","Null l",
"Sleep","2021-11-28 05:54","2021-11-28 06:59","01:05",,,,
"Feed","2021-11-28 05:30","2021-11-28 05:54","00:23","Null r","Breast","00:23L",
"Sleep","2021-11-28 02:09","2021-11-28 05:28","03:18",,,,
"Feed","2021-11-28 01:41","2021-11-28 02:09","00:27","00:27R","Breast","Null l",
"Sleep","2021-11-27 19:55","2021-11-28 01:38","05:42",,,,
"Feed","2021-11-27 19:00","2021-11-27 19:08","00:08","00:02R","Breast","00:05L",
"Solids","2021-11-27 18:40",,,"Yogurt","Solids",,
"Feed","2021-11-27 18:24","2021-11-27 18:30","00:06","00:03R","Breast","00:02L",
"Feed","2021-11-27 17:34","2021-11-27 17:55","00:20","00:17R","Breast","00:03L",
"Feed","2021-11-27 16:17","2021-11-27 16:23","00:06","Null r","Breast","00:06L",
"Sleep","2021-11-27 14:41","2021-11-27 15:06","00:25",,,,
"Feed","2021-11-27 14:32","2021-11-27 14:42","00:10","00:10R","Breast","Null l",
"Solids","2021-11-27 14:05",,,"Yogurt, pumpkin","Solids",,
"Feed","2021-11-27 13:11","2021-11-27 13:17","00:06","00:01R","Breast","00:04L",
"Sleep","2021-11-27 12:23","2021-11-27 12:50","00:27",,,,
"Feed","2021-11-27 12:17","2021-11-27 12:27","00:10","Null r","Breast","00:10L",
"Feed","2021-11-27 09:37","2021-11-27 09:43","00:05","00:05R","Breast","Null l",
"Feed","2021-11-27 09:20","2021-11-27 09:25","00:05","00:05R","Breast","Null l",
"Feed","2021-11-27 09:03","2021-11-27 09:13","00:09","00:09R","Breast","Null l",
"Sleep","2021-11-27 08:34","2021-11-27 10:17","01:42",,,,
"Feed","2021-11-27 08:23","2021-11-27 08:33","00:10","00:10R","Breast","Null l",
"Feed","2021-11-27 07:14","2021-11-27 07:20","00:05","Null r","Breast","00:05L",
"Sleep","2021-11-27 04:50","2021-11-27 06:45","01:54",,,,
"Feed","2021-11-27 04:21","2021-11-27 04:50","00:29","00:29R","Breast","Null l",
"Sleep","2021-11-26 20:20","2021-11-27 04:21","08:01",,,,
"Feed","2021-11-26 19:09","2021-11-26 19:38","00:29","00:15R","Breast","00:14L",
"Feed","2021-11-26 18:27","2021-11-26 18:32","00:04","Null r","Breast","00:04L",
"Feed","2021-11-26 18:01","2021-11-26 18:04","00:03","00:03R","Breast","Null l",
"Feed","2021-11-26 16:21","2021-11-26 16:28","00:07","Null r","Breast","00:07L",
"Sleep","2021-11-26 15:07","2021-11-26 16:02","00:54",,,,
"Feed","2021-11-26 14:59","2021-11-26 15:09","00:09","00:09R","Breast","Null l",
"Solids","2021-11-26 14:15",,,"Yogurt","Solids","LOVED",
"Feed","2021-11-26 13:50","2021-11-26 13:53","00:03","00:01R","Breast","00:02L",
"Sleep","2021-11-26 12:35","2021-11-26 13:10","00:35",,"Car, stroller",,
"Sleep","2021-11-26 12:35","2021-11-26 13:10","00:35",,,,
"Feed","2021-11-26 11:52","2021-11-26 11:55","00:02","00:02R","Breast","Null l",
"Feed","2021-11-26 10:56","2021-11-26 11:01","00:04","Null r","Breast","00:04L",
"Sleep","2021-11-26 09:33","2021-11-26 10:42","01:08",,,,
"Feed","2021-11-26 09:23","2021-11-26 09:33","00:10","00:10R","Breast","Null l",
"Feed","2021-11-26 07:12","2021-11-26 07:43","00:30","Null r","Breast","00:30L",
"Sleep","2021-11-26 06:08","2021-11-26 07:10","01:02",,,,
"Feed","2021-11-26 05:54","2021-11-26 06:07","00:13","Null r","Breast","00:13L",
"Sleep","2021-11-26 03:45","2021-11-26 05:54","02:08",,,,
"Feed","2021-11-26 03:16","2021-11-26 03:45","00:29","00:29R","Breast","Null l",
"Sleep","2021-11-25 19:45","2021-11-26 03:13","07:28",,,,
"Feed","2021-11-25 17:58","2021-11-25 18:38","00:39","00:16R","Breast","00:23L",
